"Command","Description","URL"
"ldap_sort(3)","LDAP sorting routines (deprecated)","./man3/ldap_sort.3.html"
"ldap_sort_entries(3)","LDAP sorting routines (deprecated)","./man3/ldap_sort_entries.3.html"
"ldap_sort_strcasecmp(3)","LDAP sorting routines (deprecated)","./man3/ldap_sort_strcasecmp.3.html"
"ldap_sort_values(3)","LDAP sorting routines (deprecated)","./man3/ldap_sort_values.3.html"
"ldap_start_tls(3)","LDAP TLS initialization routines","./man3/ldap_start_tls.3.html"
"ldap_start_tls_s(3)","LDAP TLS initialization routines","./man3/ldap_start_tls_s.3.html"
"ldap_str2attributetype(3)","Schema definition handling routines","./man3/ldap_str2attributetype.3.html"
"ldap_str2dn(3)","LDAP DN handling routines","./man3/ldap_str2dn.3.html"
"ldap_str2matchingrule(3)","Schema definition handling routines","./man3/ldap_str2matchingrule.3.html"
"ldap_str2objectclass(3)","Schema definition handling routines","./man3/ldap_str2objectclass.3.html"
"ldap_str2syntax(3)","Schema definition handling routines","./man3/ldap_str2syntax.3.html"
"ldap_strdup(3)","LDAP memory allocation routines","./man3/ldap_strdup.3.html"
"ldap_sync(3)","LDAP sync routines","./man3/ldap_sync.3.html"
"ldap_syntax2name(3)","Schema definition handling routines","./man3/ldap_syntax2name.3.html"
"ldap_syntax2str(3)","Schema definition handling routines","./man3/ldap_syntax2str.3.html"
"ldap_syntax_free(3)","Schema definition handling routines","./man3/ldap_syntax_free.3.html"
"ldap_tls(3)","LDAP TLS initialization routines","./man3/ldap_tls.3.html"
"ldap_tls_inplace(3)","LDAP TLS initialization routines","./man3/ldap_tls_inplace.3.html"
"ldap_unbind(3)","LDAP bind routines","./man3/ldap_unbind.3.html"
"ldap_unbind_ext(3)","LDAP bind routines","./man3/ldap_unbind_ext.3.html"
"ldap_unbind_ext_s(3)","LDAP bind routines","./man3/ldap_unbind_ext_s.3.html"
"ldap_unbind_s(3)","LDAP bind routines","./man3/ldap_unbind_s.3.html"
"ldapurl(1)","LDAP URL formatting tool","./man1/ldapurl.1.html"
"ldap_url(3)","LDAP Uniform Resource Locator routines","./man3/ldap_url.3.html"
"ldap_url_parse(3)","LDAP Uniform Resource Locator routines","./man3/ldap_url_parse.3.html"
"ldap_value_free(3)","LDAP attribute value handling routines","./man3/ldap_value_free.3.html"
"ldap_value_free_len(3)","LDAP attribute value handling routines","./man3/ldap_value_free_len.3.html"
"ldapwhoami(1)","LDAP who am i? tool","./man1/ldapwhoami.1.html"
"ldattach(8)","attach a line discipline to a serial line","./man8/ldattach.8.html"
"ldconfig(8)","configure dynamic linker run-time bindings","./man8/ldconfig.8.html"
"ldd(1)","print shared library dependencies","./man1/ldd.1.html"
"ld_errno(3)","LDAP protocol error handling routines","./man3/ld_errno.3.html"
"ldexp(3)","multiply floating-point number by integral power of 2","./man3/ldexp.3.html"
"ldexpf(3)","multiply floating-point number by integral power of 2","./man3/ldexpf.3.html"
"ldexpl(3)","multiply floating-point number by integral power of 2","./man3/ldexpl.3.html"
"ldif(5)","LDAP Data Interchange Format","./man5/ldif.5.html"
"ldiv(3)","compute quotient and remainder of an integer division","./man3/ldiv.3.html"
"le16toh(3)","convert values between host and big-/little-endian byte order","./man3/le16toh.3.html"
"le32toh(3)","convert values between host and big-/little-endian byte order","./man3/le32toh.3.html"
"le64toh(3)","convert values between host and big-/little-endian byte order","./man3/le64toh.3.html"
"legacy_coding(3x)","use terminal's default colors","./man3/legacy_coding.3x.html"
"less(1)","opposite of more","./man1/less.1.html"
"lessecho(1)","expand metacharacters","./man1/lessecho.1.html"
"lesskey(1)","specify key bindings for less","./man1/lesskey.1.html"
"lexgrog(1)","parse header information in man pages","./man1/lexgrog.1.html"
"lfind(3)","linear search of an array","./man3/lfind.3.html"
"lgamma(3)","log gamma function","./man3/lgamma.3.html"
"lgammaf(3)","log gamma function","./man3/lgammaf.3.html"
"lgammaf_r(3)","log gamma function","./man3/lgammaf_r.3.html"
"lgammal(3)","log gamma function","./man3/lgammal.3.html"
"lgammal_r(3)","log gamma function","./man3/lgammal_r.3.html"
"lgamma_r(3)","log gamma function","./man3/lgamma_r.3.html"
"lgetfilecon(3)","get SELinux security context of a file","./man3/lgetfilecon.3.html"
"lgetfilecon_raw(3)","get SELinux security context of a file","./man3/lgetfilecon_raw.3.html"
"lgetxattr(2)","retrieve an extended attribute value","./man2/lgetxattr.2.html"
"libaudit.conf(5)","libaudit configuration file","./man5/libaudit.conf.5.html"
"libblkid(3)","block device identification library","./man3/libblkid.3.html"
"libc(7)","overview of standard C libraries on Linux","./man7/libc.7.html"
"libcap(3)","capability data object manipulation","./man3/libcap.3.html"
"libexpect(3)","programmed dialogue library with interactive programs","./man3/libexpect.3.html"
"libmagic(3)","Magic number recognition library","./man3/libmagic.3.html"
"libnetlink(3)","A library for accessing the netlink service","./man3/libnetlink.3.html"
"libnss_myhostname.so.2(8)","Provide hostname resolution for the locally configured system hostname.","./man8/libnss_myhostname.so.2.8.html"
"libnss_mymachines.so.2(8)","Provide hostname resolution for local container instances.","./man8/libnss_mymachines.so.2.8.html"
"libpfm(3)","a helper library to develop monitoring tools","./man3/libpfm.3.html"
"libpfm_amd64(3)","support for AMD64 processors","./man3/libpfm_amd64.3.html"
"libpfm_amd64_fam10h(3)","support for AMD64 Family 10h processors","./man3/libpfm_amd64_fam10h.3.html"
"libpfm_amd64_fam15h(3)","support for AMD64 Family 15h processors","./man3/libpfm_amd64_fam15h.3.html"
"libpfm_amd64_k7(3)","support for AMD64 K7 processors","./man3/libpfm_amd64_k7.3.html"
"libpfm_amd64_k8(3)","support for AMD64 K8 processors","./man3/libpfm_amd64_k8.3.html"
"libpfm_arm_ac15(3)","support for Arm Cortex A15 PMU","./man3/libpfm_arm_ac15.3.html"
"libpfm_arm_ac53(3)","support for ARM Cortex A53 PMU","./man3/libpfm_arm_ac53.3.html"
"libpfm_arm_ac57(3)","support for Arm Cortex A57 PMU","./man3/libpfm_arm_ac57.3.html"
"libpfm_arm_ac7(3)","support for Arm Cortex A7 PMU","./man3/libpfm_arm_ac7.3.html"
"libpfm_arm_ac8(3)","support for ARM Cortex A8 PMU","./man3/libpfm_arm_ac8.3.html"
"libpfm_arm_ac9(3)","support for ARM Cortex A9 PMU","./man3/libpfm_arm_ac9.3.html"
"libpfm_arm_qcom_krait(3)","support for Qualcomm Krait PMU","./man3/libpfm_arm_qcom_krait.3.html"
"libpfm_arm_xgene(3)","support for Applied Micro X-Gene PMU","./man3/libpfm_arm_xgene.3.html"
"libpfm_intel_atom(3)","support for Intel Atom processors","./man3/libpfm_intel_atom.3.html"
"libpfm_intel_bdw(3)","support for Intel Broadwell core PMU","./man3/libpfm_intel_bdw.3.html"
"libpfm_intel_core(3)","support for Intel Core-based processors","./man3/libpfm_intel_core.3.html"
"libpfm_intel_coreduo(3)","support for Intel Core Duo/Solo processors","./man3/libpfm_intel_coreduo.3.html"
"libpfm_intel_hsw(3)","support for Intel Haswell core PMU","./man3/libpfm_intel_hsw.3.html"
"libpfm_intel_ivb(3)","support for Intel Ivy Bridge core PMU","./man3/libpfm_intel_ivb.3.html"
"libpfm_intel_ivbep_unc_cbo(3)","support for Intel Ivy Bridge-EP C-Box uncore PMU","./man3/libpfm_intel_ivbep_unc_cbo.3.html"
"libpfm_intel_ivbep_unc_ha(3)","support for Intel Ivy Bridge-EP Home Agent (HA) uncore PMU","./man3/libpfm_intel_ivbep_unc_ha.3.html"
"libpfm_intel_ivbep_unc_imc(3)","support for Intel Ivy Bridge-EP Integrated Memory Controller (IMC)  uncore PMU","./man3/libpfm_intel_ivbep_unc_imc.3.html"
"libpfm_intel_ivbep_unc_irp(3)","support for Intel Ivy Bridge-EP IRP uncore PMU","./man3/libpfm_intel_ivbep_unc_irp.3.html"
"libpfm_intel_ivbep_unc_pcu(3)","support for Intel Ivy Bridge-EP Power Controller Unit (PCU) uncore PMU","./man3/libpfm_intel_ivbep_unc_pcu.3.html"
"libpfm_intel_ivbep_unc_qpi(3)","support for Intel Ivy Bridge-EP QPI uncore PMU","./man3/libpfm_intel_ivbep_unc_qpi.3.html"
"libpfm_intel_ivbep_unc_r2pcie(3)","support for Intel Ivy Bridge-EP R2 PCIe  uncore PMU","./man3/libpfm_intel_ivbep_unc_r2pcie.3.html"
"libpfm_intel_ivbep_unc_r3qpi(3)","support for Intel Ivy Bridge-EP R3QPI uncore PMU","./man3/libpfm_intel_ivbep_unc_r3qpi.3.html"
"libpfm_intel_ivbep_unc_ubo(3)","support for Intel Ivy Bridge-EP U-Box uncore PMU","./man3/libpfm_intel_ivbep_unc_ubo.3.html"
"libpfm_intel_ivb_unc(3)","support for Intel Ivy Bridge uncore PMU","./man3/libpfm_intel_ivb_unc.3.html"
"libpfm_intel_knc(3)","support for Intel Knights Corner","./man3/libpfm_intel_knc.3.html"
"libpfm_intel_nhm(3)","support for Intel Nehalem core PMU","./man3/libpfm_intel_nhm.3.html"
"libpfm_intel_nhm_unc(3)",,"./man3/libpfm_intel_nhm_unc.3.html"
"libpfm_intel_p6(3)","support for Intel P5 based processors","./man3/libpfm_intel_p6.3.html"
"libpfm_intel_rapl(3)","support for Intel RAPL PMU","./man3/libpfm_intel_rapl.3.html"
"libpfm_intel_slm(3)","support for Intel Silvermont core PMU","./man3/libpfm_intel_slm.3.html"
"libpfm_intel_snb(3)","support for Intel Sandy Bridge core PMU","./man3/libpfm_intel_snb.3.html"
"libpfm_intel_snbep_unc_cbo(3)","support for Intel Sandy Bridge-EP C-Box uncore PMU","./man3/libpfm_intel_snbep_unc_cbo.3.html"
"libpfm_intel_snbep_unc_ha(3)","support for Intel Sandy Bridge-EP Home Agent (HA) uncore PMU","./man3/libpfm_intel_snbep_unc_ha.3.html"
"libpfm_intel_snbep_unc_imc(3)","support for Intel Sandy Bridge-EP Integrated Memory Controller (IMC)  uncore PMU","./man3/libpfm_intel_snbep_unc_imc.3.html"
"libpfm_intel_snbep_unc_pcu(3)","support for Intel Sandy Bridge-EP Power Controller Unit (PCU) uncore PMU","./man3/libpfm_intel_snbep_unc_pcu.3.html"
"libpfm_intel_snbep_unc_qpi(3)","support for Intel Sandy Bridge-EP QPI uncore PMU","./man3/libpfm_intel_snbep_unc_qpi.3.html"
"libpfm_intel_snbep_unc_r2pcie(3)","support for Intel Sandy Bridge-EP R2 PCIe  uncore PMU","./man3/libpfm_intel_snbep_unc_r2pcie.3.html"
"libpfm_intel_snbep_unc_r3qpi(3)","support for Intel Sandy Bridge-EP R3QPI uncore PMU","./man3/libpfm_intel_snbep_unc_r3qpi.3.html"
"libpfm_intel_snbep_unc_ubo(3)","support for Intel Sandy Bridge-EP U-Box uncore PMU","./man3/libpfm_intel_snbep_unc_ubo.3.html"
"libpfm_intel_snb_unc(3)","support for Intel Sandy Bridge uncore PMU","./man3/libpfm_intel_snb_unc.3.html"
"libpfm_intel_wsm(3)","support for Intel Westmere core PMU","./man3/libpfm_intel_wsm.3.html"
"libpfm_intel_wsm_unc(3)",,"./man3/libpfm_intel_wsm_unc.3.html"
"libpfm_intel_x86_arch(3)","support for Intel X86 architectural PMU","./man3/libpfm_intel_x86_arch.3.html"
"libpfm_mips_74k(3)","support for MIPS 74k processors","./man3/libpfm_mips_74k.3.html"
"libpfm_perf_event_raw(3)","support for perf_events raw events syntax","./man3/libpfm_perf_event_raw.3.html"
"libpipeline(3)","pipeline manipulation library","./man3/libpipeline.3.html"
"limits.conf(5)","configuration file for the pam_limits module","./man5/limits.conf.5.html"
"line(1)","read one line","./man1/line.1.html"
"link(1)","call the link function to create a link to a file","./man1/link.1.html"
"link(2)","make a new name for a file","./man2/link.2.html"
"linkat(2)","make a new name for a file","./man2/linkat.2.html"
"linux32(8)","change reported architecture in new program environment and set personality flags","./man8/linux32.8.html"
"linux64(8)","change reported architecture in new program environment and set personality flags","./man8/linux64.8.html"
"lio_listio(3)","initiate a list of I/O requests","./man3/lio_listio.3.html"
"listen(2)","listen for connections on a socket","./man2/listen.2.html"
"LIST_ENTRY(3)","implementations of lists, tail queues, and circular queues","./man3/LIST_ENTRY.3.html"
"LIST_HEAD(3)","implementations of lists, tail queues, and circular queues","./man3/LIST_HEAD.3.html"
"LIST_INIT(3)","implementations of lists, tail queues, and circular queues","./man3/LIST_INIT.3.html"
"LIST_INSERT_AFTER(3)","implementations of lists, tail queues, and circular queues","./man3/LIST_INSERT_AFTER.3.html"
"LIST_INSERT_HEAD(3)","implementations of lists, tail queues, and circular queues","./man3/LIST_INSERT_HEAD.3.html"
"LIST_REMOVE(3)","implementations of lists, tail queues, and circular queues","./man3/LIST_REMOVE.3.html"
"listxattr(2)","list extended attribute names","./man2/listxattr.2.html"
"lj4_font(5)","groff fonts for use with devlj4","./man5/lj4_font.5.html"
"lkbib(1)","search bibliographic databases","./man1/lkbib.1.html"
"llabs(3)","compute the absolute value of an integer","./man3/llabs.3.html"
"lldiv(3)","compute quotient and remainder of an integer division","./man3/lldiv.3.html"
"llistxattr(2)","list extended attribute names","./man2/llistxattr.2.html"
"llrint(3)","round to nearest integer","./man3/llrint.3.html"
"llrintf(3)","round to nearest integer","./man3/llrintf.3.html"
"llrintl(3)","round to nearest integer","./man3/llrintl.3.html"
"llround(3)","round to nearest integer, away from zero","./man3/llround.3.html"
"llroundf(3)","round to nearest integer, away from zero","./man3/llroundf.3.html"
"llroundl(3)","round to nearest integer, away from zero","./man3/llroundl.3.html"
"llseek(2)","reposition read/write file offset","./man2/llseek.2.html"
"_llseek(2)","reposition read/write file offset","./man2/_llseek.2.html"
"ln(1)","make links between files","./man1/ln.1.html"
"lnstat(8)","unified linux network statistics","./man8/lnstat.8.html"
"loadkeys(1)","load keyboard translation tables","./man1/loadkeys.1.html"
"loadunimap(8)","load the kernel unicode-to-font mapping table","./man8/loadunimap.8.html"
"local.users(5)","The SELinux local users configuration file","./man5/local.users.5.html"
"locale(1)","get locale-specific information","./man1/locale.1.html"
"locale(5)","describes a locale definition file","./man5/locale.5.html"
"locale(7)","description of multilanguage support","./man7/locale.7.html"
"locale.conf(5)","Configuration file for locale settings","./man5/locale.conf.5.html"
"localeconv(3)","get numeric formatting information","./man3/localeconv.3.html"
"localectl(1)","Control the system locale and keyboard layout settings","./man1/localectl.1.html"
"localedef(1)","compile locale definition files","./man1/localedef.1.html"
"localtime(3)","transform date and time to broken-down time or ASCII","./man3/localtime.3.html"
"localtime(5)","Local timezone configuration file","./man5/localtime.5.html"
"localtime_r(3)","transform date and time to broken-down time or ASCII","./man3/localtime_r.3.html"
"locate(1)","list files in databases that match a pattern","./man1/locate.1.html"
"lock(2)","unimplemented system calls","./man2/lock.2.html"
"lockf(3)","apply, test or remove a POSIX lock on an open file","./man3/lockf.3.html"
"log(3)","natural logarithmic function","./man3/log.3.html"
"log10(3)","base-10 logarithmic function","./man3/log10.3.html"
"log10f(3)","base-10 logarithmic function","./man3/log10f.3.html"
"log10l(3)","base-10 logarithmic function","./man3/log10l.3.html"
"log1p(3)","logarithm of 1 plus argument","./man3/log1p.3.html"
"log1pf(3)","logarithm of 1 plus argument","./man3/log1pf.3.html"
"log1pl(3)","logarithm of 1 plus argument","./man3/log1pl.3.html"
"log2(3)","base-2 logarithmic function","./man3/log2.3.html"
"log2f(3)","base-2 logarithmic function","./man3/log2f.3.html"
"log2l(3)","base-2 logarithmic function","./man3/log2l.3.html"
"logb(3)","get exponent of a floating-point value","./man3/logb.3.html"
"logbf(3)","get exponent of a floating-point value","./man3/logbf.3.html"
"logbl(3)","get exponent of a floating-point value","./man3/logbl.3.html"
"logf(3)","natural logarithmic function","./man3/logf.3.html"
"logger(1)","enter messages into the system log","./man1/logger.1.html"
"logimport(3)","introduction to the library for importing data and creating a PCP archive","./man3/logimport.3.html"
